areaCode,areaName,areaType,date,newAdmissions,newCasesByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate,newTestsByPublishDate
E92000001,England,nation,2020-03-04,,32,,
E92000001,England,nation,2020-03-03,,11,,
E92000001,England,nation,2020-03-02,,4,,
E92000001,England,nation,2020-03-01,,12,,
E92000001,England,nation,2020-02-29,,3,,
E92000001,England,nation,2020-02-28,,5,,
E92000001,England,nation,2020-02-27,,0,,
E92000001,England,nation,2020-02-26,,0,,
E92000001,England,nation,2020-02-25,,0,,
E92000001,England,nation,2020-02-24,,4,,
E92000001,England,nation,2020-02-23,,0,,
E92000001,England,nation,2020-02-22,,0,,
E92000001,England,nation,2020-02-21,,0,,
E92000001,England,nation,2020-02-20,,0,,
E92000001,England,nation,2020-02-19,,0,,
E92000001,England,nation,2020-02-18,,0,,
E92000001,England,nation,2020-02-17,,0,,
E92000001,England,nation,2020-02-16,,0,,
E92000001,England,nation,2020-02-15,,0,,
E92000001,England,nation,2020-02-14,,0,,
E92000001,England,nation,2020-02-13,,1,,
E92000001,England,nation,2020-02-12,,0,,
E92000001,England,nation,2020-02-11,,0,,
E92000001,England,nation,2020-02-10,,4,,
E92000001,England,nation,2020-02-09,,1,,
E92000001,England,nation,2020-02-08,,0,,
E92000001,England,nation,2020-02-07,,0,,
E92000001,England,nation,2020-02-06,,1,,
E92000001,England,nation,2020-02-05,,0,,
E92000001,England,nation,2020-02-04,,0,,
E92000001,England,nation,2020-02-03,,0,,
E92000001,England,nation,2020-02-02,,0,,
E92000001,England,nation,2020-02-01,,0,,
E92000001,England,nation,2020-01-31,,2,,
